 train         node      observed        predicted
     y          449    0.461512E+001    0.486583E+001
     y          131    0.454329E+001    0.482770E+001
     y          230    0.480402E+001    0.484497E+001
     y          437    0.418965E+001    0.446744E+001
     y          241    0.463473E+001    0.511647E+001
     y          131    0.459512E+001    0.484022E+001
     y          223    0.445435E+001    0.453607E+001
     y          241    0.613988E+001    0.583940E+001
     y          231    0.501064E+001    0.520186E+001
     y          261    0.373767E+001    0.393934E+001
     y           21    0.391202E+001    0.427498E+001
     y          430    0.400733E+001    0.471440E+001
     y          261    0.510595E+001    0.488629E+001
     y           21    0.468213E+001    0.477808E+001
     y          437    0.483628E+001    0.466414E+001
     y           59    0.509375E+001    0.544615E+001
     y           61    0.489784E+001    0.479328E+001
     y          231    0.509375E+001    0.534988E+001
     y          132    0.534711E+001    0.541665E+001
     y           36    0.598896E+001    0.587445E+001
     y          437    0.458497E+001    0.444885E+001
     y          113    0.516479E+001    0.527412E+001
     y           45    0.417439E+001    0.478436E+001
     y          113    0.421951E+001    0.470156E+001
     y          230    0.453260E+001    0.464096E+001
     y          230    0.427667E+001    0.447914E+001
     y          117    0.553339E+001    0.579481E+001
     y          231    0.453260E+001    0.483142E+001
     y          229    0.407754E+001    0.394032E+001
     y           21    0.662141E+001    0.618410E+001
     y          131    0.489784E+001    0.482770E+001
     y          117    0.612687E+001    0.560694E+001
     y           61    0.516479E+001    0.538203E+001
     y          448    0.469135E+001    0.497123E+001
     y          437    0.495583E+001    0.480356E+001
     y          228    0.452179E+001    0.444712E+001
     y          261    0.527300E+001    0.471609E+001
     y          431    0.415888E+001    0.445271E+001
     y          106    0.460517E+001    0.387906E+001
     y          219    0.513580E+001    0.512194E+001
     y           51    0.366356E+001    0.356628E+001
     y          220    0.512396E+001    0.455293E+001
     y          260    0.270805E+001    0.351049E+001
     y          448    0.496284E+001    0.474528E+001
     y           31    0.665028E+001    0.673486E+001
     y          230    0.444265E+001    0.434537E+001
     y          231    0.489784E+001    0.520386E+001
     y          220    0.429046E+001    0.426646E+001
     y          117    0.609582E+001    0.558472E+001
     y          228    0.439445E+001    0.444798E+001
     y          132    0.501064E+001    0.499237E+001
     y          231    0.426268E+001    0.538970E+001
     y          431    0.373767E+001    0.406502E+001
     y          220    0.418965E+001    0.402739E+001
     y          223    0.465396E+001    0.451403E+001
     y          230    0.482831E+001    0.452422E+001
     y          448    0.556834E+001    0.470772E+001
     y          437    0.458497E+001    0.438429E+001
     y          222    0.445435E+001    0.433977E+001
     y          223    0.499043E+001    0.457140E+001
     y          241    0.470048E+001    0.461663E+001
     y          448    0.470048E+001    0.504168E+001
     y          240    0.537528E+001    0.536407E+001
     y          448    0.532301E+001    0.512989E+001
     y          449    0.625958E+001    0.536336E+001
     y          113    0.469135E+001    0.497550E+001
     y          450    0.477912E+001    0.493737E+001
     y          431    0.358352E+001    0.415886E+001
     y          117    0.538907E+001    0.542609E+001
     y          216    0.543372E+001    0.543372E+001
     y          132    0.536129E+001    0.507963E+001
     y          261    0.529330E+001    0.500719E+001
     y          131    0.525227E+001    0.482770E+001
     y          133    0.672383E+001    0.659973E+001
     y          231    0.474493E+001    0.488548E+001
     y           64    0.482028E+001    0.440837E+001
     y           61    0.501064E+001    0.490265E+001
     y           44    0.366356E+001    0.340315E+001
     y          113    0.506890E+001    0.506916E+001
     y           45    0.556068E+001    0.540958E+001
     y          231    0.565249E+001    0.540727E+001
     y          131    0.503044E+001    0.497383E+001
     y          222    0.398898E+001    0.413390E+001
     y          116    0.663463E+001    0.640746E+001
     y          260    0.321888E+001    0.402894E+001
     y          132    0.547227E+001    0.502864E+001
     y          214    0.462497E+001    0.473746E+001
     y          223    0.406044E+001    0.431615E+001
     y          437    0.484419E+001    0.464924E+001
     y          220    0.424850E+001    0.409159E+001
     y          241    0.586930E+001    0.532139E+001
     y          219    0.478749E+001    0.462828E+001
     y          431    0.343399E+001    0.380096E+001
     y          260    0.526269E+001    0.490339E+001
     y          220    0.423411E+001    0.445556E+001
     y          449    0.460517E+001    0.455390E+001
     y          113    0.541610E+001    0.580674E+001
     y           50    0.395124E+001    0.385449E+001
     y          220    0.501064E+001    0.422849E+001
     y          437    0.495583E+001    0.456309E+001
     y           52    0.289037E+001    0.399472E+001
     y           44    0.352636E+001    0.354005E+001
     y          133    0.532301E+001    0.515018E+001
     y          229    0.529832E+001    0.466794E+001
     y          113    0.485981E+001    0.482974E+001
     y           17    0.289037E+001    0.334526E+001
     y           23    0.391202E+001    0.405390E+001
     y          217    0.449981E+001    0.406980E+001
     y          221    0.424850E+001    0.406194E+001
     y          231    0.585220E+001    0.532262E+001
     y           31    0.585793E+001    0.593354E+001
     y          451    0.474493E+001    0.466229E+001
     y          132    0.454329E+001    0.452023E+001
     y          240    0.519296E+001    0.507110E+001
     y          223    0.449981E+001    0.403107E+001
     y           61    0.606146E+001    0.576643E+001
     y          231    0.480402E+001    0.477909E+001
     y          431    0.343399E+001    0.363223E+001
     y          132    0.498361E+001    0.477658E+001
     y          448    0.497673E+001    0.534477E+001
     y           64    0.527300E+001    0.504621E+001
     y          216    0.346574E+001    0.347246E+001
     y          113    0.585793E+001    0.553615E+001
     y           67    0.518178E+001    0.632077E+001
     y           21    0.623832E+001    0.622043E+001
     y          451    0.527300E+001    0.528854E+001
     y          113    0.512990E+001    0.546919E+001
     y           52    0.404305E+001    0.402968E+001
     y          131    0.463473E+001    0.482770E+001
     y          220    0.509987E+001    0.467596E+001
     y          229    0.429046E+001    0.457474E+001
     y          437    0.382864E+001    0.443827E+001
     y          223    0.385015E+001    0.427063E+001
     y          230    0.429046E+001    0.455218E+001
     y          219    0.513580E+001    0.450988E+001
     y          220    0.456435E+001    0.480640E+001
     y           52    0.524702E+001    0.511489E+001
     y          231    0.553733E+001    0.498428E+001
     y          113    0.463473E+001    0.501800E+001
     y           64    0.440672E+001    0.440837E+001
     y          229    0.470953E+001    0.493158E+001
     y          113    0.482831E+001    0.538251E+001
     y          448    0.459512E+001    0.460879E+001
     y          260    0.529832E+001    0.462888E+001
     y          231    0.553339E+001    0.518506E+001
     y          448    0.690675E+001    0.569849E+001
     y          133    0.502388E+001    0.502388E+001
     y          230    0.423411E+001    0.460271E+001
     y          113    0.340120E+001    0.468339E+001
     y           59    0.561677E+001    0.537678E+001
     y          231    0.579606E+001    0.548550E+001
     y          437    0.479579E+001    0.479518E+001
     y          214    0.445435E+001    0.443623E+001
     y          229    0.395124E+001    0.398859E+001
     y          131    0.512396E+001    0.482770E+001
     y          436    0.424850E+001    0.456635E+001
     y          228    0.429046E+001    0.424007E+001
     y          223    0.474493E+001    0.444070E+001
     y           50    0.417439E+001    0.386796E+001
     y          229    0.509987E+001    0.520136E+001
     y          431    0.440672E+001    0.444879E+001
     y          231    0.461512E+001    0.519712E+001
     y          436    0.551343E+001    0.480481E+001
     y          261    0.317805E+001    0.396125E+001
     y           20    0.355535E+001    0.429162E+001
     y          231    0.478749E+001    0.487516E+001
     y          133    0.666823E+001    0.654467E+001
     y           59    0.557973E+001    0.544657E+001
